,SRR089705,SRR089706,SRR089707,SRR089708,SRR089709,SRR089710,SRR089711,SRR089712,SRR089713,SRR089714,SRR089715,SRR089716,SRR089717,SRR089719,SRR089722,SRR089730,SRR089731,SRR089733,SRR089748,SRR089749,SRR089750,SRR089751,SRR089752,SRR089753,SRR089754,SRR089755,SRR089756,SRR089757,SRR089817,SRR090126,SRR090129,SRR090130,SRR090131,SRR090133,SRR090135,SRR090142,SRR090144,SRR090155,SRR090156,SRR090158,SRR090159,SRR090198,SRR090206,SRR090209,SRR090210,SRR090211,SRR090212,SRR090213
0,0.1448899262510939,0.14467619111640884,0.14483310927742768,0.14491410242270694,0.14478662450344273,0.14502168645929503,0.1450280862859511,0.14490662301892027,0.1449170417474207,0.14500049464054482,0.144714570263355,0.14492055562588424,0.13777263365308284,0.1449500664946718,0.14492648819678575,0.14496851473156167,0.14488155121771604,0.14504269103525,0.14404234611694805,0.1447638538251307,0.14498240883042604,0.14484735512516114,0.14486918384544878,0.14496490607667983,0.14494638080490693,0.14492256284158464,0.14408569294436466,0.14387784615188667,0.14410708176062034,0.14401241530941586,0.14405140115106171,0.14410040769586396,0.1440661484073088,0.14405455625907207,0.14404234611694805,0.1440919529972271,0.14407560227451865,0.14408508407406584,0.14416167728374235,0.14411557524928303,0.14408023010069754,0.14390004368795736,0.14408762258235336,0.14390224781137298,0.14396287661343765,0.1436682923149292,0.1441745637033458,0.14387388181384056
1,0.14136401574268462,0.15425798248470385,0.14858563868515556,0.13559758040140887,0.13655008481504455,0.14117736136740455,0.13713464530666078,0.1446155985404002,0.1304829102951017,0.13138089894821847,0.14447330390833404,0.13123140108570688,-0.4142884954091077,0.1234923874986196,0.12045238841405392,0.13213517721942147,0.14253055159500377,0.13559984493790495,-0.12621208152412886,0.14586819877788382,0.13874733338687464,0.13220263053088815,0.13315381624265327,0.12818882132478449,0.12709180211780802,0.15657664584972014,-0.07897610138638346,-0.12517009684255842,-0.11093723378336379,-0.13204001134513071,-0.1265413534531299,-0.13819307448265802,-0.1300474804025116,-0.1390785933947859,-0.12621208152412886,-0.12572239883961703,-0.12762204780038844,-0.10263629609696813,-0.13485785605016387,-0.11829341505838009,-0.12243786458265556,-0.14149096350240553,-0.13674238712569972,-0.12512281009143056,-0.1265512797189532,-0.15553382004555236,-0.1347526684339753,-0.13144747769997336
2,0.0453889957439749,0.04511228067614159,0.031670013575824524,0.02966331361893893,0.05352602007428521,0.03827894771182093,0.042297381620200296,0.04115413902014712,0.03641926039540788,0.03788281532922223,0.04845739590788885,0.04138947785941733,0.8948893434696477,0.03913012111700267,0.04484696433029771,0.0411614660404102,0.038622356992219775,0.03767598113810448,-0.0684344185739671,0.02573663752469104,0.04181510928874693,0.03899632194128241,0.0681088664585348,0.0519351917864694,0.042157904819262536,0.01894875509032416,-0.04385813910981044,-0.07933098961158519,-0.06587485266099036,-0.07030437684866518,-0.06468350382461713,-0.08270002382767254,-0.06855976988478593,-0.07879548898057978,-0.0684344185739671,-0.07620373454842651,-0.10077689771415138,-0.10427650456530417,-0.10580659593375544,-0.08207329332630804,-0.07096575557631049,-0.08632954200772844,-0.0935548350230366,-0.050568829737232084,-0.10039823841040209,-0.13174014001314946,-0.09832651237260095,-0.05039346397365701
3,-0.15127417377944202,-0.4923396996094182,-0.11565176037595487,-0.0678815382886848,-0.07598860867357826,-0.12998572581116052,0.008433115740048009,0.020692997400602882,0.026237171051004735,0.10669984107459607,0.1752811178167213,0.14776764064585937,-0.05429563591363884,0.21141746171074696,0.1886723523339439,-0.05168015367147701,-0.09235981694291473,-0.02333136036124507,0.13982291503123606,-0.17651081727982496,0.08393648066559369,0.25462868228554775,0.20674047406461132,0.050786147998028795,0.1881501924450526,-0.2737231205611509,0.05696074608407017,-0.09649127104354126,-0.07232504792004357,0.051753012554653866,0.025077267804736843,-0.16425598656567275,0.09796723101439272,0.13440326538279568,0.13982291503123606,0.06601892858287872,0.035849820826028264,-0.11935971646924103,-0.15015324598733776,0.03080729674888213,0.10202352627303418,-0.09780269853109178,-0.1324972784835437,0.12273027313435571,-0.060474475869332155,-0.14392112747329877,-0.10443814327006172,0.17079209932993275
4,0.06220665471841578,0.10202575934109787,-0.1428387657307695,-0.025200714597161764,-0.06610952683678634,-0.08125625960157981,0.01750987541050222,-0.0935558893460188,0.016590650187855004,-0.012119552133686094,0.013506112513338123,0.0007938726284414024,-0.02703639898223599,-0.029947135434613685,-0.0028455801110631386,-0.0004199704155930897,-0.01576251688948758,-0.05761961236524618,-0.008076906238679986,0.2737016014921133,-0.014801449339779614,-0.06091921451626122,-0.014723488624446168,0.02953820679475137,-0.0036352972424169333,0.007250385410605477,0.22176011363534154,0.45235387608737443,0.14989411082712223,-0.00609383604795356,0.03158257279295598,-0.14082886828092883,-0.008934707445946348,-0.14235525821330308,-0.008076906238679987,0.013393942759928763,-0.11071749044848901,-0.13462078587625942,-0.5508754327129587,-0.025604178580415724,-0.03588001388896729,0.10968397592158746,0.054761604929086494,0.34621260387117164,0.027952466617061973,0.07840093761405206,-0.24499363815424885,0.058488608033672104
5,0.10675616348038838,0.10256057338938596,0.2125784666383308,0.08154356101497738,-0.010488600879924169,0.09071591901822162,-0.021720446486736638,0.02161787349089091,-0.0200476858067586,-0.035710197017610634,-0.16729215324402819,-0.07337059226945368,-0.02410890005447891,-0.028402903329775107,-0.06196574660358652,0.017788720108960442,-0.043341083365719194,0.0517028926494382,0.05597968274936238,-0.33374335049778264,-0.01902974274003179,-0.04641606818871766,-0.049527518448388846,-0.03314509729524904,-0.04697095970404928,0.1387664691722429,0.19934889144651277,-0.11537355903932155,0.1142830232758565,0.07496106626326147,0.13697210215007155,-0.20116377127617666,0.06587285346643021,0.10460062202660425,0.05597968274936238,0.08504685473147254,0.009235568724116627,0.0933738101225373,-0.19007824480354807,0.011665134200047049,0.13561622147442276,0.12627505668406627,0.2829707475502401,-0.07549381744999493,-0.0006324584900095978,-0.6101532852532963,-0.1880855157061118,0.01807546439388576
6,-0.02588768467955844,0.24657914450507268,-0.18124079731186588,-0.049340566099210496,0.12032304789122876,-0.02484984755295318,0.046370992174447366,0.03877879322337714,0.09587005827064966,0.04153495029481615,0.07802575004339776,0.08305902123008795,-0.00863284089507721,0.007750741331313257,0.03924127851402757,0.05441597619487789,0.12891239635065888,-0.0088818738400326,-0.04246000110434313,-0.7832278849573734,0.008056182399499907,0.06095297812680813,-0.08181786164881191,0.05709082967486664,0.034165206471539054,0.02761519104948085,0.18059236047662042,0.0596071721938652,-0.03714770337927879,-0.06078900340108215,-0.04830858892605461,0.09750093678508065,-0.03290406308163261,-0.15448022206419906,-0.042460001104343115,-0.016802799335126725,-0.05391035956331747,-0.07530895358620432,-0.12603141775949323,0.003355733518582798,0.04383021375517075,0.06030995082302755,-0.0738676687574022,0.00017779610535104996,0.030593200943547866,0.29991541215447337,0.02135369317941692,-0.03748849428153777
7,-0.06772931815452952,-0.11874667400478522,-0.1423556662586753,-0.05775935165346683,0.6926705548827445,-0.012389925864052374,-0.020027302965461142,-0.03964491141256941,-0.0272803632922394,-0.0014527121108319932,-0.25111365658703216,0.0007581780788751723,0.0025829201621761916,0.0027469873571723032,-0.0003015177688412978,-0.02214238754465336,-0.0713441849642132,0.004993460667429466,0.026980403083837923,0.17907848358139133,0.009913513855214676,0.005306931712858209,0.01072073930969416,-0.04317165984209221,-0.006980502450228313,-0.08072239830482879,0.3468195388188834,-0.2967484417120703,0.04474306211310164,-0.07309337224270776,-0.016858009629332024,-0.10347049606612801,-0.011399155016700885,-0.0985472478839656,0.02698040308383788,0.002288971224606126,0.03743887348687717,0.21274459193629708,-0.10701757739898715,0.021458721517113553,-0.014988440224099522,0.04778516559414496,-0.04846236080275598,-0.14019933793456593,0.1398307032050027,0.13549498672152566,-0.08140094475760434,0.004687615619822838
8,-0.048474041770588415,-0.027610500518803593,0.1094423457248336,-0.015732434016696738,-0.5427953420071343,0.03910919999134802,0.005024428776446332,0.020674833424343748,-0.003360955968949314,-0.0007457814579833347,0.24365390068413179,0.02249534809337331,0.024496060251359697,-0.00039944070496728955,0.005396150504946772,0.01653643330149092,0.025660373518599396,0.015185055407325796,-0.007505105906471549,0.1282572236634619,-0.04084905600486692,-0.006098217748465726,-0.023014068525815636,0.026034369471185,-0.023506126977767845,-0.024475964294415287,0.6052211030989245,-0.27406260524419673,0.008891395775829807,-0.09782460119634093,-0.04595402033380722,-0.01213893634286091,-0.030927549064873272,-0.103245811569045,-0.007505105906471521,-0.017389626441592785,-0.012548330691659948,0.17221715624898018,0.001719574092702042,0.0008063662448572761,-0.03425252069359841,0.08712717734880143,-0.05534263106328041,-0.2294938505842379,0.11154294117590605,0.1518857799511914,-0.03898336679822527,-0.09578515871273874
9,-0.0301938940061025,-0.27848379802156487,0.7033743673028071,-0.02200150863741426,-0.07009453535781063,0.03355180675511861,0.012390880054955155,-0.0036517393730409447,0.0016127609869481263,0.01883971217315274,-0.4189683688342916,0.0049980720512314055,0.01981272696374292,0.06358763028069955,0.039985946380014056,-0.043067926840110224,-0.05078852650559604,0.03145485308211827,0.0237078899265386,-0.13843364797050045,0.058031711113059666,0.02362083026674009,-0.005533791126668346,-0.001663286356965207,0.05695540915084553,0.06674845286571703,-0.061075149130538436,0.10177692722760957,-0.03838632066295904,-0.0895805278100942,-0.1021738660166902,-0.019925286689005714,-0.045379260087072576,-0.11815348426243444,0.023707889926538668,-0.03443820007757454,-0.010383291919049631,0.11246532737220893,-0.1416841948430724,-0.04649986806275101,-0.030947198968058615,0.03165333810434552,-0.07190731652621846,0.13434879904761557,-0.013187648460006557,0.2973450705846288,0.010491674795855513,0.016971255430846238
10,0.03936363101181305,0.1852574027311587,-0.2711897149297486,0.1847025798584256,-0.2528769102177849,-0.01582461032696364,0.02718429266959384,0.10348957000791849,0.14388370072225487,0.04003146539934489,-0.68547392183133,0.02955509025667861,-0.01792727783497544,0.028088381794131558,0.054363294992191065,0.057067061756125276,0.0410032884208454,0.016641368574757787,0.03281075855098767,0.04425356855354546,0.09461894179358507,0.05508659981790462,0.06684660059508239,0.02756684971001633,0.03668239419402008,-0.08029617475227602,0.23992339465856422,-0.029371021167861687,0.021704534832782216,0.07286333630424924,-0.020335458199460768,0.08328221748844294,0.014641699103547158,0.02677107762796299,0.032810758550987695,-0.03712134728976772,-0.031597621635219564,-0.10510594807547288,0.15170511310115242,-0.024903669202797008,-0.04856365305240859,-0.18201223738807698,-0.21049812849379218,0.06276068436531798,-0.14685263551491887,-0.07267932356554774,0.053120314634232474,0.1625465364746306
11,-0.07331572900388876,0.11343504597825996,0.317830394788499,-0.1784555787782164,0.2542613900636659,-0.03905020530516233,-0.02441504687673735,-0.021504546230066587,-0.07029742186735664,-0.045682734980571175,0.21545017667145747,-0.046432829906626914,-0.027139867029532028,-0.05157829141441109,-0.044447832229219414,-0.04542709068715493,-0.10247004751228131,-0.027023866726124224,0.040673076880371035,-0.026778255890525796,-0.07994260003007922,-0.1136837768788372,0.08150480296214686,-0.04560829133167527,-0.050755386946781895,-0.0533756076156225,0.43295144821354326,0.30791483485225024,-0.02474296053754045,0.04454153643895378,-0.014176424830086742,0.10988055498554097,0.05327600192854265,0.03313291604484916,0.040673076880370994,-0.02154627532296441,-0.07179229145626564,-0.0903288309742112,0.23708077900032065,-0.006685027023652007,-0.13006129878967726,-0.27693854541540835,-0.23916612377179802,0.07058354507819277,-0.2905971847282944,-0.20356768541611486,0.10274161650422549,0.08107337335121648
12,-0.4959766554544491,0.5356948210743302,0.2385570074160294,-0.3233360119452534,-0.03745496038572804,-0.08789178916378344,0.024103688221356178,0.006568757829363932,0.0717324894030477,0.04310997023456748,-0.05633634157292258,0.06976350056210423,-0.010199761010656838,0.003529175650563529,0.05115386207963962,0.019145792158557273,0.0805006988792786,-0.05497582109093586,-0.009543452487741189,0.09623561864660221,-0.025726596980893565,0.06586426863912474,0.06435215972247804,0.02596171413999336,0.04264890774826016,-0.3434463661140794,-0.1688996681756482,-0.18991660395230991,0.06794271253847031,0.056755462353454106,0.05335107809052325,-0.02683512964919106,0.014374905053213899,0.04396525011305891,-0.009543452487741189,0.030242592927031298,0.09437663989325845,-0.029493192029547213,-0.11160824790314278,0.05512736681794189,-0.012169374980132874,0.013299160098730861,0.0473861801685459,-0.000595285794510958,0.09053344537328983,-0.011598796306524987,-0.08349690194042797,0.08337517894206155
13,-0.0012540944104650535,0.13857154682999087,-0.20082455763930626,-0.2923833070218725,-0.10782026715310683,0.16361077622646752,-0.01769131552303284,-0.01615440980261258,0.1438837822124489,0.010117343892357366,0.0370775081752292,-0.02745514290857377,0.018212737744968385,0.08310027776012942,0.011946368852242562,-0.07536229040386823,-0.1890602364255789,0.09384113086440649,0.030190085481228,-0.08067549978311243,0.07356834625996737,0.02308884101303801,0.009625396976800938,-0.0703399295116686,0.022927628781916946,0.22074120803294872,-0.11559170965641702,0.1079649213028602,-0.05210310035587063,-0.13330804307538652,-0.0524612702982316,-0.25952554576766956,0.015778452388628877,0.043825476943897525,0.030190085481227945,0.038121545380373476,0.113273631481006,0.6034477102770504,0.0813008088018297,-0.024256837963922973,-0.2337376846358909,-0.1156255705697414,-0.20114156790454524,0.18640840726275393,0.03606001234518259,-0.04782480915076284,-0.10133421166610776,0.08014073363114031
